History Price / Date,CCL,CDC,CRE,D2D,DIG,DXG,HDC,HDG,HPX,IJC,ITC,KBC,KDH,LHG,NBB,NLG,NTL,NVL,PDR,SZL,TCH,TDC,TIP,TIX,VHM,VPI
12/23/2019,"4,882","6,651","6,472","27,071","7,379","9,216","7,489","10,507","17,326","6,928",,"11,625","15,425","10,573","12,574","18,166","7,503","31,153","10,659","19,440","16,125","7,276","12,874",,"61,957","22,537"
12/24/2019,"4,930","6,651","6,512","26,659","7,517","9,452","7,489","10,230","17,326","6,928","11,192","11,550","15,570","10,713","12,574","18,403","7,629","31,153","10,617","19,485","16,152","7,285","13,096",,"61,883","22,483"
12/25/2019,"4,916","6,651","6,485","27,173","7,710","9,520","7,989","10,311","17,326","7,399","11,399","11,588","15,570","10,748","13,061","18,504","7,913","31,431","10,535","19,711","16,313","7,579","13,286","19,659","61,883","22,375"
12/26/2019,"5,257","6,651","6,499","27,208","7,600","9,790","7,941","10,446","17,326","7,588","11,399","11,550","15,570","10,608","12,639","18,470","7,850","31,654","10,535","19,711","16,742","7,241","13,507",,"62,253","22,402"
12/27/2019,"5,557",,"6,552","27,345","7,572","9,857","7,909","10,311","17,326","7,706","10,984","11,550","15,599","10,678","12,963","18,504","7,948","32,210","10,927","19,711","17,010","7,449","13,729",,"62,475","22,483"
12/30/2019,"5,557","6,772","6,579","27,105","7,489","9,891","7,715","10,127","17,326","7,446","10,984","11,588","15,657","10,713","13,125","18,605","7,850","32,544","10,927","19,440","17,225","7,363","12,874",,"63,214","22,699"
12/31/2019,"5,523",,"6,633","27,071","7,600","9,790","7,683","10,076","17,326","7,541","11,744","11,588","15,599","10,748","12,963","18,605","7,784","33,100","10,824","19,530","17,520","7,285","12,716",,"62,697","22,942"
1/2/2020,"5,421","6,450","6,579","27,036","7,600","9,655","7,909","10,076","17,326","7,776","11,813","11,400","15,367","11,481","13,125","18,605","7,801","31,988","10,782","19,530","17,869","7,285","12,653",,"62,771","22,807"
1/3/2020,"5,414",,"6,686","25,152","7,655","9,385","7,909","10,295","17,424","7,588","11,813","11,475","15,309","11,271","12,510","18,267","7,636","31,153","10,493","19,802","18,084","7,293","12,463",,"62,993","22,915"
1/6/2020,"5,250",,"6,606","23,404","7,545","9,250","7,586","10,160","17,391","7,517","11,399","11,325","15,367","11,132","12,477","18,064","7,341","31,042","10,597","19,350","18,030","7,406","12,115",,"61,662","22,888"
1/7/2020,"5,264","6,611","6,633","23,781","7,517","9,385","7,763","10,143","17,358","7,494","11,399","11,213","15,251","11,062","12,963","17,929","7,324","31,320","9,874","19,824","18,298","7,466","12,242","20,979","61,957","22,807"
1/8/2020,"5,114","6,812","6,579","22,376","7,132","8,980","7,295","10,412","17,358","6,975","11,399","11,400","14,787","10,852","12,769","17,827","6,930","30,041","10,555","19,078","18,352","7,354","11,925",,"60,996","22,807"
1/9/2020,"5,019","6,450","6,619","23,267","7,242","9,148","7,441","10,093","17,358","6,999","11,399","11,513","14,845","10,887","12,801","17,794","7,341","30,931","10,741","18,988","18,432","7,449","11,894",,"61,588","22,861"
1/10/2020,"4,998","6,046","6,633","23,130","7,242","9,047","7,134","10,009","17,326","7,069",,"11,550","14,845","10,957","13,125","17,794","7,554","31,042","10,473","18,310","18,593","7,614","11,451",,"62,475","22,861"
1/13/2020,"4,855","6,429","6,633","22,822","7,132","9,148","7,102","9,875","17,358","7,117","11,364","11,475","14,845","11,062","13,223","18,301","7,554","30,597","10,183","18,310","18,728","7,492","11,324",,"63,806","22,834"
1/14/2020,"4,978","6,873","6,579","23,164","7,159","9,013","7,263","10,160","17,358","7,117","11,606","12,263","14,845","11,166","13,028","18,369","7,489","30,819","10,617","18,151","19,640","7,527","11,324","19,527","63,806","22,915"
1/15/2020,"4,930","6,873","6,606","23,507","7,159","9,047","7,263","10,278","17,326","7,211",,"12,000","14,845","11,236","13,352","18,267","7,505","30,597","10,576","17,858","20,928","7,441","11,514","20,451","63,806","22,915"
1/16/2020,"4,930","6,853","6,552","23,644","7,132","8,980","7,263","10,278","17,687","7,211","11,744","11,850","14,961","11,166","13,125","18,301","7,521","31,153","10,576","17,993","20,901","7,423","11,546",,"63,658","22,888"
1/17/2020,"5,046","6,651","6,445","22,924","6,939","8,777","7,134","10,060","17,457","7,046","11,468","11,850","14,961","11,097","13,223","18,267","7,521","31,153","10,576","18,084","21,250","7,276","11,483",,"63,584","22,888"
1/20/2020,"4,978","6,651","6,392","22,616","6,994","8,709","6,973","9,976","17,457","6,645","11,537","11,363","14,961","10,818","13,223","18,673","7,521","31,153","10,576","17,948","21,303","7,241","11,388",,"63,584","22,942"
1/21/2020,"4,841",,"6,365","22,616","7,214","8,676","7,182","10,076","17,326","6,669","11,399","11,400","14,990","10,783","13,125","18,944","7,521","31,153","10,741","18,264","21,464","7,233","11,451",,"64,693","22,996"
1/22/2020,"4,841","6,187","6,445","21,931","7,159","8,811","7,279","10,043","17,424","6,716","11,192","11,475","15,019","10,783","13,158","19,011","7,620","31,153","10,948","18,219","21,759","7,276","11,451",,"66,098","22,834"
1/30/2020,"4,773","5,784","6,338","20,423","6,911","8,372","7,021","9,724","17,457","6,598","11,192","11,138","14,787","10,538","12,769","18,538","7,521","30,652","10,844","16,999","21,813","7,224","10,882",,"64,619","22,753"
1/31/2020,"4,500","6,167","6,285","19,018","6,663","7,798","6,779","9,237","17,457","6,457","10,915","10,875","14,497","10,469","12,510","17,929","7,062","30,652","10,762","15,891","22,028","7,189","10,122",,"64,693","22,699"
2/3/2020,"4,194","5,845","6,258","17,716","6,223","7,325","6,311","8,934","17,358","6,362","11,123","10,950","14,323","9,771","12,931","17,455","7,012","31,153","10,762","15,009","21,947","6,912","9,427",,"62,993","22,726"
2/4/2020,"4,023","6,228","6,205","16,482","6,250","7,224","6,375","8,733","17,358","6,268","11,054","11,175","14,323","9,840","12,834","17,455","6,635","30,597","10,782","15,281","22,108","6,912","9,711","20,451","63,362","22,645"
2/5/2020,"4,153",,"6,151","17,613","6,278","7,359","6,505","8,834","17,358","6,268","11,537","11,100","14,352","10,015","12,866","17,455","6,618","30,041","10,782","16,049","22,403","7,007","9,996","19,032","63,584","22,699"
2/6/2020,"4,207","6,450","6,098","18,812","6,333","7,866","6,682","9,153","17,424","6,410","11,054","11,100","14,439","10,155","13,223","17,794","6,832","29,484","10,803","16,501","22,806","7,007","10,439","19,758","64,175","22,861"
2/7/2020,"4,221",,"6,084","18,607","6,388","8,406","6,650","9,153","17,326","6,362","11,054","10,988","14,439","10,085","13,287","17,827","6,832","30,096","10,824","16,411","23,101","6,973","10,375",,"64,323","22,834"
2/10/2020,"4,091","6,450","6,084","17,990","6,443","8,338","6,650","8,918","17,424","6,315","11,054","11,175","14,439","10,050","13,061","17,726","6,766","30,096","10,720","16,049","23,637","6,990","10,375","18,406","63,732","22,834"
2/11/2020,"4,057",,"6,071","18,470","6,526","8,541","6,892","9,035","17,424","6,362","11,054","11,138","14,497","10,050","13,093","17,658","6,815","30,152","10,700","16,501","24,040","7,068","10,375","17,152","63,732","22,861"
2/12/2020,"4,057","6,450","6,098","18,607","6,966","8,642","7,021","9,287","17,457","6,527","11,054","11,213","14,671","10,364","12,380","18,132","6,799","30,263","10,700","17,406","24,201","7,146","10,502","17,416","63,954","22,915"
2/13/2020,"4,050","6,046","6,084","18,818","7,132","8,574","7,021","9,505","17,358","6,527","11,054","11,250","14,439","10,399","12,510","18,166","6,733","30,319","10,782","17,179","24,362","7,146","10,565","17,218","63,584","22,942"
2/14/2020,"4,050","6,389","6,071","19,241","7,159","8,811","6,989","9,438","17,424","6,480","11,399","11,175","14,207","10,259","12,510","18,200","6,733","30,152","10,782","17,270","23,745","7,103","10,565","18,208","64,767","22,969"
2/17/2020,"4,016","6,651","6,017","20,087","7,214","8,608","7,037","9,287","17,490","6,480","11,054","10,950","14,207","10,259","12,542","18,132","6,717","30,207","10,741","17,134","23,852","7,059","10,818","16,954","64,102","22,996"
2/18/2020,"3,900",,"6,017","20,439","7,324","8,574","7,037","9,287","17,621","6,480","11,054","10,950","14,207","10,608","12,672","17,726","6,733","30,041","10,803","17,315","23,825","7,051","10,945","16,493","63,584","22,915"
2/19/2020,"4,173","6,187","5,991","21,849","7,462","8,304","7,150","9,287","17,983","6,480","11,399","11,250","14,207","10,678","12,736","17,794","6,865","30,096","10,741","18,355","23,825","7,085","11,704","16,493","63,584","22,942"
2/20/2020,"4,459","6,450","6,017","22,554","7,434","8,372","7,247","9,455","18,739","6,740","11,054","11,213","14,236","10,678","12,510","17,591","7,127","30,319","10,762","18,264","23,879","7,137","12,273",,"64,249","22,861"
2/21/2020,"4,309","6,248","6,004","22,554","7,269","8,574","7,102","9,489","18,147","6,598","11,054","11,250","14,236","10,469","12,510","17,591","6,963","30,041","10,762","17,812","23,959","7,146","12,020","17,647","63,658","22,672"
2/24/2020,"4,009","6,651","5,964","21,003","6,939","8,001","6,618","8,901","17,884","6,268","11,054","10,875","14,120","10,050","12,445","16,643","6,569","29,818","10,638","16,569","22,296","6,990","11,198","18,142","62,105","22,591"
2/25/2020,"4,078","6,248","6,017","21,673","7,049","8,169","6,779","9,237","17,523","6,268","11,054","10,988","14,323","10,085","12,477","16,880","6,766","29,874","10,741","17,632","20,793","7,016","11,388",,"61,440","22,699"
2/26/2020,"3,982","6,248","5,964","21,602","6,966","8,102","6,618","8,968","17,556","6,150","10,708","10,950","14,207","10,050","12,315","16,711","6,799","29,929","10,700","17,134","19,613","7,016","11,514",,"59,813","22,672"
2/27/2020,"4,050",,"5,991","21,637","6,994","8,237","6,650","9,169","17,490","6,268","10,708","10,913","14,381","10,120","12,445","17,117","6,832","29,985","10,700","16,999","18,325","7,051","12,020","18,867","59,739","22,645"
2/28/2020,"3,955","6,611","6,071","21,426","6,911","8,001","6,408","9,002","17,786","6,127",,"10,500","14,236","9,910","12,445","16,914","6,700","29,762","10,741","16,727","17,064","6,973","11,451","18,142","59,444","22,537"
3/2/2020,"4,112","6,832","6,017","21,673","6,829","8,001","6,311","8,867","17,819","6,150","11,054","10,913","14,265","9,945","12,283","17,320","6,569","29,818","10,741","16,592","18,191","6,973","11,672",,"59,518","22,321"
3/3/2020,"4,153","6,812","6,058","22,025","7,159","8,439","6,311","8,834","17,687","6,245","10,708","11,175","14,265","10,085","12,510","17,455","6,635","29,874","10,782","16,637","18,486","7,059","11,831","18,142","59,518","22,429"
3/4/2020,"4,139","6,732","6,031","21,778","7,489","8,743","6,521","8,834","17,720","6,221",,"11,138","14,381","10,015","12,639","17,455","6,700","29,929","10,741","16,908","17,976","6,999","11,641",,"59,518","22,456"
3/5/2020,"4,303","6,268","5,991","21,461","7,297","8,676","6,488","8,834","17,753","6,245","10,363","11,175","14,381","10,155","12,477","17,760","6,667","29,985","10,762","16,908","17,654","7,042","11,514",,"59,887","22,456"
3/6/2020,"4,364",,"5,964","21,496","7,434","9,250","6,488","8,918","17,852","6,221","10,984","11,025","14,207","10,155","12,542","17,726","6,651","30,041","10,782","16,773","16,769","7,059","11,578",,"59,813","22,591"
3/9/2020,"4,064","6,429","5,750","20,016","6,939","8,608","6,036","8,296","17,687","5,797","10,225","10,275","13,337","9,457","12,250","16,508","6,191","29,484","10,576","15,620","15,615","6,600","10,787","16,888","55,673","22,212"
3/10/2020,"4,071","6,087","5,777","19,382","6,939","8,507","5,714","8,061","17,819","5,773","10,881","10,088","13,627","9,561","12,315","16,407","5,846","29,484","10,576","15,823","14,542","6,921","11,135","18,043","56,560","22,321"
3/11/2020,"3,791","5,845","5,670","18,325","6,939","7,967","5,326","7,507","17,950","5,373","10,363","10,088","13,337","9,003","12,315","15,899","5,452","29,484","10,535","15,597","13,549","6,808","10,818",,"56,560","22,158"
3/12/2020,"3,532","5,885","5,563","17,056","6,471","7,427","4,955","6,986","18,016","5,019","9,672","9,413","12,554","8,445","12,153","14,952","5,075","29,373","10,535","14,512","12,610","6,340","10,122","16,789","53,233","21,942"
3/13/2020,"3,314","5,925","5,175","16,563","6,416","7,427","4,939","6,885","18,147","4,689","9,257","9,300","12,236","8,165","12,834","15,967","4,730","29,484","10,535","14,377","11,752","6,583","9,933",,"53,233","22,104"
3/16/2020,"3,478","6,329","4,814","16,210","6,333","7,190","4,729","6,415","17,983","4,666","9,257","9,000","11,801","8,235","12,996","14,884","5,058","28,705","10,452","14,399","12,557","6,366","9,521","17,944","53,085","21,915"
3/17/2020,"3,443","6,046","4,480","17,338","6,333","7,494","5,036","6,650","18,082","4,713","9,257","9,000","12,178","8,375","12,866","14,952","5,403","28,650","10,535","14,919","12,986","6,150","9,395","18,373","51,680","21,915"
3/18/2020,"3,539","5,885","4,172","17,796","6,443","7,359","5,036","6,650","18,246","4,713","9,326","8,700","12,178","8,514","12,801","14,478","5,748","28,372","10,411","14,783","12,986","6,237","9,300","19,593","51,385","22,429"
3/19/2020,"3,471","6,087","4,279","17,444","6,388","7,190","4,939","6,382","18,410","4,605","9,326","8,475","12,178","8,410","12,639","14,208","5,584","28,372","10,411","14,015","12,100","6,098","9,300","20,319","50,645","22,510"
3/20/2020,"3,471","6,087","4,279","17,761","6,333","7,055","5,003","6,382","18,838","4,572","9,948","8,325","11,598","8,584","12,607","13,802","5,518","28,372","10,411","14,150","11,269","6,185","9,237","19,791","47,170","22,510"
3/23/2020,"3,232","5,684","4,226","16,528","5,892","6,563","4,665","5,945","19,594","4,256","9,257","7,763","11,018","7,991","11,732","12,855","5,140","28,928","10,328","13,178","10,491","5,760","8,604","18,802","43,917","22,239"
3/24/2020,"3,205","5,321","4,226","16,281","5,920","6,353","4,939","5,928","19,725","4,256","9,257","7,838","11,105","8,096","12,056","12,516","5,272","28,928","10,225","13,337","9,766","5,890","8,857","18,802","40,886","22,348"
3/25/2020,"3,273",,"4,252","16,633","6,058","6,617","5,197","6,163","19,725","4,407","8,705","8,363","11,221","8,375","12,899","13,362","5,633","28,984","10,328","14,015","9,793","6,037","9,237","19,461","43,696","22,348"
3/26/2020,"3,068","4,998","4,212","16,034","6,058","6,346","5,068","5,811","20,712","4,289","9,292","8,325","11,221","8,340","12,899","13,870","5,419","28,817","10,369","13,721","9,203","5,803","9,110","19,461","45,100","22,185"
3/27/2020,"2,898",,"4,172","15,805","6,058","6,043","5,068","5,844","21,021","4,147","9,292","8,325","11,279","8,340","12,899","13,734","5,419","28,928","10,369","13,201","9,444","5,777","9,363","20,781","44,361","22,131"
3/30/2020,"2,714","5,240","4,145","14,907","5,810","5,624","4,907","5,441","21,512","3,860","8,670","8,288","10,902","8,096","12,834","13,328","5,115","28,872","10,328","12,478","8,988","5,379","8,794","19,461","41,256","22,158"
3/31/2020,"2,680","5,240","4,012","14,730","5,700","5,232","4,890","5,508","21,701","3,784","9,188","8,325","10,728","8,096","12,639","13,531","5,115","28,872","10,287","12,749","8,854","5,405","8,731","19,461","40,664","22,158"
4/1/2020,"2,796","5,321","4,012","15,329","5,892","5,246","5,003","5,693","21,626","3,865","9,534","8,813","10,670","8,235","12,788","14,073","5,386","28,817","10,287","13,088","8,934","5,544","9,110","19,791","40,516","22,212"
4/3/2020,"2,987","5,039","3,958","16,069","5,948","5,611","5,052","5,962","20,529","4,020","9,241","8,850","10,612","8,549","12,751","13,531","5,369","28,872","10,307","13,382","9,042","5,717","9,173",,"42,660","22,321"
4/6/2020,"3,191","4,837","3,998","16,774","6,085","6,002","5,262","6,365","20,567","4,298","9,166","9,300","10,844","8,794","12,899","13,531","5,623","28,928","10,307","14,105","9,659","6,115","9,553","19,791","45,618","22,321"
4/7/2020,"3,409","5,160","4,012","16,845","6,003","5,894","5,262","6,751","20,832","4,298","9,542","9,113","10,844","8,828","13,792","13,870","5,623","28,761","10,411","13,970","10,330","6,133","9,553","19,791","48,797","22,591"
4/8/2020,"3,648","5,482","4,012","16,845","5,782","6,144","5,165","6,634","20,756","4,322","9,767","8,963","11,308","8,828","14,126","14,343","5,623","28,928","10,411","14,015","11,027","6,107","9,395",,"51,754","22,645"
4/9/2020,"3,784","5,563","3,958","18,008","6,168","6,191","5,294","6,768","20,605","4,383","9,767","8,925","11,598","9,352","13,383","14,614","5,623","28,928","10,390","14,286","11,108","6,107","9,395","19,791","51,015","22,591"
